X	Y
233.846	122.154
179.77800000000002	163.20600000000005
233.846	126.159
179.77800000000002	165.208
229.841	126.159
186.7869999999998	180.227
238.85199999999998	134.16899999999998
194.79700000000003	188.237
249.8660000000001	132.167
186.7869999999998	177.22299999999996
238.85199999999998	127.16
188.789	174.22
244.86	125.158
194.79700000000003	174.22
252.87	126.159
198.80200000000002	176.222
249.8660000000001	121.153
205.81100000000004	168.21200000000005
253.8710000000002	116.146
203.808	177.22299999999996
253.8710000000002	128.162
205.81100000000004	183.231
257.8760000000002	126.159
209.81600000000003	184.232
263.8839999999999	136.172
212.81899999999996	192.242
262.88300000000004	139.17600000000002
216.82400000000018	184.232
256.875	138.174
215.82299999999998	185.234
256.875	140.17700000000002
224.83500000000004	185.234
260.88	136.172
228.84000000000003	177.22299999999996
263.8839999999999	142.179
226.837	179.226
263.8839999999999	140.17700000000002
221.83100000000002	193.24400000000003
274.898	143.181
208.81399999999996	207.261
267.8889999999999	155.196
208.81399999999996	212.268
274.898	152.192
218.827	212.268
279.904	151.191
213.82100000000003	213.269
270.89300000000003	165.208
226.837	208.263
278.903	165.208
226.837	215.271
279.904	171.21599999999995
228.84000000000003	211.266
283.909	171.21599999999995
227.8380000000002	212.268
288.91499999999996	174.22
233.846	214.27
288.91499999999996	180.227
238.85199999999998	213.269
290.918	176.222
236.85000000000002	211.266
291.919	176.222
243.8589999999998	210.265
297.923	172.217
247.86	209.264
301.928	173.218
251.865	214.27
302.929	176.222
252.8660000000001	222.28
308.937	176.222
260.8760000000002	226.285
309.938	179.226
261.87800000000004	227.287
309.938	181.229
266.8839999999999	223.282
314.94399999999996	182.23
262.8789999999998	223.282
313.943	184.232
269.88800000000003	221.279
314.94399999999996	182.23
270.8889999999999	223.282
317.948	178.225
269.88800000000003	222.28
319.951	176.222
269.88800000000003	225.284
316.947	176.222
273.89300000000003	218.275
320.952	175.22099999999998
271.89	223.282
319.951	183.231
268.8860000000002	230.29
325.9580000000002	190.24
265.88300000000004	230.29
326.96000000000004	182.23
278.8989999999999	232.293
325.9580000000002	189.239
286.909	232.293
329.9630000000002	193.24400000000003
289.913	233.294
328.962	195.246
287.90999999999997	236.298
324.957	191.241
288.9119999999998	239.302
337.9739999999998	187.236
289.913	233.294
337.9739999999998	185.234
290.914	230.29
335.971	188.237
291.91499999999996	230.29
332.967	188.237
291.91499999999996	227.287
336.972	188.237
289.913	233.294
340.977	191.241
294.919	231.292
340.977	187.236
297.923	229.289
342.98	193.24400000000003
304.932	235.297
345.9839999999998	195.246
310.93899999999996	239.302
351.9910000000001	196.247
306.93399999999997	240.303
350.99	196.247
309.938	240.303
353.9939999999998	200.253
316.947	241.304
355.9960000000002	201.254
315.946	248.313
354.995	201.254
317.948	242.306
355.9960000000002	202.255
319.951	250.316
356.99699999999996	205.259
324.957	253.319
357.9989999999998	204.258
320.952	249.314
355.9960000000002	210.265
320.952	255.322
360.0010000000002	206.26
319.951	250.316
357.9989999999998	214.27
318.94899999999996	252.318
362.0039999999998	213.269
320.952	255.322
361.00300000000004	214.27
325.9580000000002	259.327
362.0039999999998	215.271
323.956	252.318
367.01	212.268
327.961	254.321
364.0060000000002	212.268
328.962	249.314
363.005	210.265
323.956	249.314
363.005	210.265
324.957	247.312
362.0039999999998	210.265
322.95500000000004	254.321
365.00800000000004	211.266
325.9580000000002	251.317
366.0089999999999	213.269
320.952	260.328
367.01	212.268
330.96500000000003	246.311
370.0139999999999	210.265
335.971	248.313
371.015	206.26
333.9680000000002	241.304
374.0189999999999	203.256
329.9630000000002	238.301
374.0189999999999	200.253
328.962	238.301
375.02	201.254
329.9630000000002	241.304
379.025	202.255
333.9680000000002	239.302
377.023	198.25
341.9789999999998	237.299
380.0260000000002	197.249
338.975	236.298
378.0239999999999	203.256
337.9739999999998	243.307
382.029	209.264
339.9760000000001	252.318
383.03	219.277
343.9810000000001	253.319
384.0319999999998	219.277
334.97	256.323
390.039	217.274
336.972	254.321
389.038	217.274
338.975	250.316
388.0369999999998	215.271
338.975	247.312
394.044	211.266
341.9789999999998	257.324
393.043	210.265
345.9839999999998	252.318
393.043	211.266
342.98	247.312
398.049	210.265
353.9939999999998	248.313
399.05100000000004	207.261
353.9939999999998	246.311
404.057	212.268
349.9889999999998	250.316
403.05600000000004	218.275
338.975	258.326
405.058	216.273
341.9789999999998	258.326
404.057	213.269
341.9789999999998	263.332
405.058	218.275
346.985	258.326
408.062	208.263
341.9789999999998	251.317
404.057	204.258
341.9789999999998	251.317
404.057	204.258
343.9810000000001	257.324
403.05600000000004	210.265
349.9889999999998	258.326
409.063	198.25
362.0039999999998	249.314
409.063	212.268
372.0160000000002	250.316
411.06600000000003	212.268
380.0260000000002	253.319
412.067	216.273
383.03	251.317
412.067	219.277
380.0260000000002	253.319
413.068	214.27
383.03	253.319
416.072	219.277
384.0319999999998	252.318
414.06899999999996	219.277
382.029	257.324
414.06899999999996	221.279
382.029	254.321
411.06600000000003	221.279
387.03499999999997	258.326
412.067	224.283
393.043	252.318
415.071	226.285
393.043	252.318
417.073	220.278
390.039	252.318
414.06899999999996	219.277
390.039	256.323
415.071	214.27
387.03499999999997	254.321
422.08000000000004	219.277
390.039	250.316
421.078	212.268
380.0260000000002	245.30900000000003
416.072	200.253
381.028	257.324
424.082	206.26
385.033	253.319
420.077	214.27
383.03	255.322
422.08000000000004	215.271
383.03	248.313
416.072	212.268
385.033	246.311
417.073	211.266
381.028	247.312
413.068	213.269
379.025	252.318
419.076	213.269
380.0260000000002	249.314
417.073	210.265
377.023	246.311
421.078	210.265
103.678	207.261
382.029	114.144
103.678	207.261
382.029	114.144
103.678	207.261
382.029	114.144
105.68100000000004	205.259
390.039	120.152
192.78999999999996	215.271
404.057	101.128
231.84000000000003	170.215
430.09000000000003	94.119
238.84899999999982	149.188
423.081	75.095
265.88300000000004	140.17700000000002
434.095	64.081
256.8710000000002	138.174
441.1039999999998	57.072
280.9010000000002	134.16899999999998
469.139	56.07100000000001
281.903	129.16299999999998
484.158	53.067
284.9069999999998	120.152
504.183	59.074
281.903	129.16299999999998
496.173	54.06800000000001
305.933	119.15
502.18100000000004	58.073
339.9760000000001	119.15
480.153	51.06399999999999
314.94399999999996	167.21099999999996
500.178	38.048
290.914	178.225
498.17600000000004	36.045
272.8910000000002	181.229
490.16499999999996	65.082
277.898	184.232
487.16200000000003	66.083
262.8789999999998	178.225
468.13800000000003	64.081
235.84500000000003	180.227
456.12199999999996	91.115
214.81799999999998	185.234
425.0830000000002	100.126
218.82299999999998	180.227
433.0930000000002	98.124
212.81600000000003	193.24400000000003
421.078	116.146
207.80899999999997	194.245
404.057	116.146
184.77999999999997	201.254
385.033	114.144
171.764	201.254
353.9939999999998	122.154
144.73000000000002	204.258
335.971	131.165
145.731	204.258
329.9630000000002	138.174
145.731	197.249
288.9119999999998	154.194
173.76599999999996	205.259
287.90999999999997	148.187
184.77999999999997	205.259
291.91499999999996	146.184
184.77999999999997	202.255
281.903	143.181
182.77800000000002	209.264
256.8710000000002	136.172
193.7919999999998	207.261
265.88300000000004	143.181
200.80099999999982	217.274
264.8810000000002	141.178
204.80600000000004	204.258
275.895	134.16899999999998
204.80600000000004	207.261
276.8960000000002	138.174
203.80399999999997	204.258
281.903	132.167
205.80700000000002	206.26
281.903	134.16899999999998
208.81100000000004	202.255
286.909	135.17
206.808	214.27
282.904	139.17600000000002
205.80700000000002	218.275
280.9010000000002	148.187
202.803	212.268
281.903	144.18200000000004
201.80200000000002	222.28
286.909	144.18200000000004
204.80600000000004	222.28
298.924	140.17700000000002
212.81600000000003	216.273
300.927	129.16299999999998
204.80600000000004	209.264
302.929	129.16299999999998
206.808	220.278
297.923	125.158
213.817	216.273
307.93600000000004	131.165
216.82100000000003	216.273
307.93600000000004	147.186
210.813	228.288
333.9680000000002	163.20600000000005
219.82400000000018	252.318
328.962	149.188
222.82799999999997	256.323
324.957	141.178
217.822	266.336
334.97	151.191
220.82600000000002	299.378
334.97	160.202
217.822	312.394
347.9860000000001	189.239
238.84899999999982	319.403
347.9860000000001	198.25
245.85699999999997	308.389
388.0369999999998	217.274
235.84500000000003	293.37
394.044	218.275
198.798	298.376
430.09000000000003	232.293
195.79399999999998	305.385
445.1089999999998	234.295
247.86	310.391
484.158	213.269
245.85699999999997	311.393
486.15999999999997	222.28
328.962	311.393
539.227	184.232
428.087	285.36
589.29	152.192
475.14599999999996	255.322
645.3610000000001	126.159
558.251	190.24
694.423	99.125
556.249	192.242
678.403	96.121
592.2940000000001	178.225
711.444	94.119
592.2940000000001	178.225
714.4480000000001	91.115
606.3119999999999	178.225
716.451	92.116
614.3219999999999	183.231
716.451	88.111
644.3599999999999	170.215
715.4489999999996	85.10700000000001
647.364	175.22099999999998
720.4559999999999	84.10600000000002
632.345	185.234
724.461	86.109
613.3209999999999	203.256
722.4580000000001	109.138
596.299	206.26
735.4749999999999	119.15
595.298	207.261
745.4870000000001	115.145
568.264	225.284
745.4870000000001	128.162
551.242	228.288
719.4549999999999	139.17600000000002
533.22	234.295
697.4269999999999	141.178
535.222	236.298
698.4280000000001	145.183
519.202	242.306
665.386	151.191
502.18100000000004	246.311
622.3320000000001	159.201
507.187	255.322
618.327	167.21099999999996
495.172	267.337
597.3010000000004	174.22
485.159	280.35400000000004
574.271	175.22099999999998
495.172	280.35400000000004
575.273	176.222
494.16999999999996	293.37
562.256	181.229
484.158	294.371
546.236	194.245
481.154	303.383
539.227	199.251
472.14300000000003	308.389
547.237	199.251
468.13800000000003	310.391
552.244	202.255
460.12800000000004	313.395
546.236	209.264
454.12	322.407
545.235	214.27
462.13	311.393
546.236	212.268
442.105	325.41
549.24	210.265
446.11	324.409
551.242	214.27
432.092	332.4190000000001
562.256	213.269
423.081	339.42800000000005
544.234	209.264
421.078	343.43300000000005
550.241	219.277
406.05899999999997	346.4369999999999
543.232	228.288
409.063	347.4380000000001
547.237	217.274
398.049	348.439
514.196	232.293
404.057	356.449
537.225	230.29
389.038	356.449
513.194	246.311
394.044	356.449
516.198	244.308
383.03	360.455
513.194	258.326
383.03	360.455
520.203	257.324
383.03	363.458
532.218	261.33
395.04499999999996	368.465
541.23	266.336
389.038	363.458
551.242	266.336
391.03999999999996	368.465
551.242	272.343
368.0110000000002	372.47
563.258	262.331
375.02	369.466
576.274	260.328
401.053	353.446
600.3040000000001	247.312
402.054	348.439
601.306	243.307
416.072	340.4290000000001
598.3019999999999	237.299
393.043	324.409
615.3230000000001	224.283
393.043	321.405
626.337	221.279
434.095	308.389
637.3510000000001	218.275
453.1189999999998	305.385
647.364	214.27
458.125	303.383
652.3699999999999	216.273
457.1239999999998	304.384
663.384	211.266
506.18600000000004	296.374
689.4169999999999	204.258
530.216	295.372
697.4269999999999	209.264
549.24	304.384
713.4469999999999	211.266
545.235	295.372
713.4469999999999	215.271
547.237	298.376
725.462	211.266
562.256	301.38
734.4739999999999	211.266
566.261	314.396
734.4739999999999	218.275
572.269	316.399
746.489	214.27
599.3030000000001	320.404
744.4860000000001	233.294
594.297	344.434
748.491	263.332
570.266	349.441
771.52	253.319
544.234	356.449
764.511	248.313
510.19100000000003	359.4530000000001
721.4570000000001	259.327
515.197	358.452
731.47	258.326
485.159	355.4480000000001
705.4369999999999	273.345
470.14	367.463
698.4280000000001	279.35200000000003
453.1189999999998	370.467
690.4179999999999	277.35
455.1210000000002	367.463
684.4100000000001	278.351
438.1	374.472
668.3900000000001	283.357
413.068	371.468
634.347	289.365
394.044	392.495
588.289	306.386
388.0369999999998	408.515
541.23	310.391
379.025	417.527
514.196	304.384
380.0260000000002	421.532
517.199	307.388
373.01800000000003	428.54
503.182	305.385
353.9939999999998	438.55300000000005
484.158	312.394
353.9939999999998	446.5630000000001
481.154	303.383
351.9910000000001	440.556
460.12800000000004	311.393
348.98699999999997	447.564
455.1210000000002	323.408
336.972	456.576
447.1110000000001	333.42
340.977	465.587
449.1139999999998	342.432
316.947	473.597
431.091	342.432
311.94100000000003	484.611
407.06100000000004	359.4530000000001
307.93600000000004	485.612
402.054	356.449
298.924	488.616
415.071	375.473
276.8960000000002	495.625
415.071	363.458
277.898	502.634
406.05899999999997	372.47
272.8910000000002	512.646
411.06600000000003	375.473
271.89	511.645
418.07399999999996	369.466
273.89300000000003	521.658
395.04499999999996	389.491
264.8810000000002	512.646
399.05100000000004	394.497
254.8689999999998	523.66
388.0369999999998	412.52
252.8660000000001	522.659
393.043	405.511
267.885	530.669
388.0369999999998	411.519
265.88300000000004	529.668
393.043	419.529
252.8660000000001	528.6669999999998
397.048	431.544
256.8710000000002	535.675
391.03999999999996	432.545
239.85000000000002	533.673
372.0160000000002	437.552
239.85000000000002	532.672
373.01800000000003	435.549
201.80200000000002	527.665
338.975	429.542
186.78300000000002	527.665
353.9939999999998	405.511
182.77800000000002	530.669
343.9810000000001	365.461
188.78499999999997	540.682
350.99	363.458
178.77300000000002	508.641
339.9760000000001	326.4120000000001
172.765	473.597
321.953	303.383
278.221	199.251
363.328	130.164
278.221	199.251
363.328	130.164
278.221	199.251
363.328	130.164
278.221	199.251
363.328	130.164
278.221	199.251
363.328	130.164
278.221	199.251
363.328	130.164
266.206	197.249
378.347	132.167
294.2410000000001	213.269
390.039	144.18200000000004
293.918	215.271
390.039	141.178
307.93600000000004	216.273
397.048	143.181
315.946	223.282
414.06899999999996	151.191
331.966	232.293
422.08000000000004	154.194
329.9630000000002	229.289
423.081	150.189
346.985	252.318
431.091	153.19299999999996
342.98	245.30900000000003
437.0989999999998	155.196
347.9860000000001	259.327
452.11699999999996	160.202
353.9939999999998	269.34
456.12199999999996	178.225
360.0010000000002	271.342
459.1260000000002	180.227
362.0039999999998	273.345
457.1239999999998	185.234
368.0110000000002	273.345
463.1310000000002	189.239
372.0160000000002	280.35400000000004
467.13599999999997	191.241
370.0139999999999	276.348
463.1310000000002	198.25
370.0139999999999	282.356
463.1310000000002	199.251
401.053	285.36
469.139	196.247
421.078	288.3640000000001
476.148	208.263
419.076	296.374
483.15700000000004	208.263
423.081	295.372
493.169	216.273
419.076	294.371
495.172	217.274
411.06600000000003	298.376
495.172	223.282
419.076	296.374
493.169	219.277
415.071	301.38
491.16700000000003	222.28
407.06100000000004	299.378
488.163	223.282
409.063	296.374
488.163	213.269
402.054	299.378
497.174	215.271
398.049	302.381
501.179	210.265
402.054	296.374
504.183	212.268
401.053	297.375
511.192	209.264
401.053	299.378
507.187	208.263
402.054	304.384
506.18600000000004	208.263
399.05100000000004	302.381
510.19100000000003	209.264
393.043	310.391
508.188	208.263
391.03999999999996	313.395
499.177	214.27
385.033	318.402
503.182	207.261
382.029	321.405
508.188	209.264
382.029	320.404
501.179	214.27
384.0319999999998	333.42
487.16200000000003	218.275
382.029	326.4120000000001
485.159	205.259
375.02	329.415
491.16700000000003	202.255
347.9860000000001	326.4120000000001
485.159	212.268
326.96000000000004	323.408
505.18399999999997	205.259
308.937	323.408
508.188	216.273
288.9119999999998	328.414
518.201	218.275
271.89	329.415
521.205	216.273
270.8889999999999	334.422
520.203	218.275
253.86699999999996	338.427
530.216	225.284
231.84000000000003	342.432
502.18100000000004	246.311
228.836	341.431
466.135	259.327
217.822	340.4290000000001
473.144	255.322
197.79700000000003	345.436
449.1139999999998	259.327
181.77599999999995	338.427
453.1189999999998	252.318
158.74699999999996	344.434
444.10699999999997	261.33
133.716	348.439
416.072	268.338
112.68899999999996	363.458
395.04499999999996	280.35400000000004
113.69100000000003	362.457
403.05600000000004	278.351
89.65999999999997	374.472
362.0039999999998	287.362
74.64100000000002	376.475
352.99199999999996	294.371
75.64299999999997	384.485
339.9760000000001	328.414
87.65800000000002	389.491
327.961	329.415
87.65800000000002	397.501
319.951	327.413
94.6669999999998	399.504
275.895	323.408
101.67499999999995	400.505
231.84000000000003	333.42
97.66999999999996	409.516
192.78999999999996	337.426
100.67399999999998	412.52
194.793	331.418
94.6669999999998	410.518
169.76099999999997	333.42
97.66999999999996	415.524
169.76099999999997	333.42
107.68299999999999	421.532
176.76999999999998	337.426
104.67899999999997	424.535
190.788	346.4369999999999
105.68100000000004	428.54
183.779	352.444
109.68600000000004	427.539
180.77499999999998	352.444
113.69100000000003	432.545
185.7819999999998	350.44199999999995
125.70600000000002	436.551
191.789	357.451
129.711	435.549
191.789	356.449
121.70100000000002	438.55300000000005
193.7919999999998	357.451
130.712	430.543
192.78999999999996	358.452
131.7130000000002	438.55300000000005
192.78999999999996	350.44199999999995
116.69399999999996	441.557
217.822	368.465
107.68299999999999	454.573
248.8610000000001	377.476
106.68200000000002	470.593
268.8860000000002	380.48
104.67899999999997	470.593
271.89	384.485
110.68700000000001	487.615
293.918	377.476
118.697	499.63
319.951	377.476
146.73199999999997	512.646
328.962	384.485
147.73400000000004	510.644
330.96500000000003	382.482
169.76099999999997	516.651
339.9760000000001	397.501
180.77499999999998	524.6619999999998
364.0060000000002	385.486
195.79399999999998	535.675
356.99699999999996	413.521
217.822	543.686
367.01	427.539
227.83500000000004	551.696
380.0260000000002	441.557
220.82600000000002	552.697
380.0260000000002	440.556
248.8610000000001	547.691
392.0419999999998	447.564
273.89300000000003	564.712
410.06399999999996	460.581
293.918	564.712
416.072	457.577
305.933	573.724
420.077	456.576
305.933	570.72
422.08000000000004	462.583
316.947	575.726
433.0930000000002	471.595
337.9739999999998	575.726
436.097	476.601
342.98	584.737
437.0989999999998	475.6
343.9810000000001	591.746
438.1	473.597
352.99199999999996	596.753
442.105	484.611
348.98699999999997	599.756
432.092	492.621
353.9939999999998	597.754
435.096	507.64
359.0	605.764
439.1010000000001	512.646
359.0	610.77
438.1	511.645
366.0089999999999	611.771
440.102	510.644
354.995	614.775
441.1039999999998	510.644
344.98199999999997	617.779
442.105	509.643
344.98199999999997	618.78
440.102	511.645
348.98699999999997	618.78
436.097	508.641
341.9789999999998	620.783
438.1	517.653
332.967	623.7869999999998
438.1	506.639
309.938	623.7869999999998
440.102	519.655
280.9010000000002	624.788
435.096	534.674
257.87199999999996	623.7869999999998
437.0989999999998	540.682
253.86699999999996	620.783
436.097	540.682
251.865	628.793
456.12199999999996	532.672
233.84199999999998	615.776
460.12800000000004	524.6619999999998
221.827	608.768
449.1139999999998	529.668
218.82299999999998	602.76
453.1189999999998	527.665
217.822	607.766
451.1160000000001	536.677
210.813	608.768
442.105	538.679
201.80200000000002	604.763
444.10699999999997	535.675
196.79499999999996	606.765
447.1110000000001	542.684
